source_id,series_part,chapter,baker_note_number,source_type,evidence_level,acquisition_priority,author_or_creator,title_or_description,publication_or_archive,date,document_identifier,archive_collection_box_folder,pages_cited,baker_claim_or_use,underlying_source_to_find,entities,citation_count,unique_claim_count,primary_document_needed,original_interview_needed,archive_request_may_be_needed,possible_online_document,needs_independent_corroboration,citation_incomplete,citation_ambiguous,reason_for_priority,raw_citation
BKR-0513,PART_2,11,11:61,PRIMARY_CONTEMPORARY_NEWS,B,3,,"“Reagan Seeks Leon Jaworski’s Backing,” Newsweek, September 29, 1980.",Newsweek,"September 29, 1980",,,,"Baker cites this source in chapter 11 in connection with “Reagan Seeks Leon Jaworski’s Backing,” Newsweek, September 29, 1980.; the OCR text does not preserve a reliable body-note marker for a more precise claim mapping.",,Reagan Seeks Leon Jaworski’s Backing,1,1,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,Useful corroborating or contextual source for reconstructing Baker's evidence trail.,"Ch. 11, note 61: “Reagan Seeks Leon Jaworski’s Backing,” Newsweek, September 29, 1980."
BKR-0514,PART_2,11,11:62,PRIMARY_CONTEMPORARY_NEWS,B,3,,"CIA’s Covert Operations,” Washington Post, February 18, 1967",Washington Post,"February 18, 1967",,CIA,,"Baker cites this source in chapter 11 in connection with CIA’s Covert Operations,” Washington Post, February 18, 1967; the OCR text does not preserve a reliable body-note marker for a more precise claim mapping.","Original CIA referenced or described by this secondary source, with complete provenance",Business Leaders Are Tied; CIA; CIA’s Covert Operations; Washington Post,1,1,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,Useful corroborating or contextual source for reconstructing Baker's evidence trail.,"Ch. 11, note 62: “Business Leaders Are Tied to CIA’s Covert Operations,” Washington Post, February 18, 1967."
BKR-0515,PART_2,11,11:64,PRIMARY_CONTEMPORARY_NEWS,B,3,,"Jaworski was not the only Texas Democrat who was cozy with Poppy in this period. Poppy would lunch weekly during his tenure as RNC chairman with his democratic National Committee counterpart, Robert Strauss of Dallas, a",Time,,,,,"Baker cites this source in chapter 11 in connection with Jaworski was not the only Texas Democrat who was cozy with Poppy in this period. Poppy would lunch weekly during his tenure as RNC chairman with his democratic National Committee counterpart, Robert Strauss of Dallas, a; the OCR text does not preserve a reliable body-note marker for a more precise claim mapping.",,All the Best; National Committee; RNC; Robert Strauss of Dallas; Texas Democrat; USSR. The,1,1,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,Useful corroborating or contextual source for reconstructing Baker's evidence trail.,"Ch. 11, note 64: Jaworski was not the only Texas Democrat who was cozy with Poppy in this period. Poppy would lunch weekly during his tenure as RNC chairman with his democratic National Committee counterpart, Robert Strauss of Dallas, a conservative oil-industry lawyer. In his book All the Best, Poppy calls him “a great friend to this day.” As president, Poppy appointed Strauss ambassador to the USSR. The relationship underlines a longtime fact about Texas politics whose significance cannot be underlined too strongly. There were two types of Democrats in that state: the populists and the royalists, with the latter being Democrats more for historical and tribal reasons than ideological ones."
BKR-0516,PART_2,11,11:66,PRIMARY_CONTEMPORARY_NEWS,B,3,,House Panel Bars Pre-Nov,New York Times,"October 4, 1972",,,,Baker cites this source in chapter 11 in connection with House Panel Bars Pre-Nov; the OCR text does not preserve a reliable body-note marker for a more precise claim mapping.,,Bugging Case; House Panel Bars Pre-Nov,1,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Useful corroborating or contextual source for reconstructing Baker's evidence trail.,"Ch. 11, note 66: The five Democrats on the committee who voted against investigating seem to have had arange of motives, not the least of which was they were not inclined to support a controversial action close to election day. “House Panel Bars Pre-Nov. 7 Inquiry into Bugging Case,” New York Times, October 4, 1972."
BKR-0517,PART_2,11,11:69,PRIMARY_CONTEMPORARY_NEWS,B,3,Nicholas D. Kristof,"The Success of the President’s Men,",New York Times,"June 13, 1986",,,,"Baker cites this source in chapter 11 in connection with The Success of the President’s Men,; the OCR text does not preserve a reliable body-note marker for a more precise claim mapping.",,Nicholas D. Kristof,1,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Useful corroborating or contextual source for reconstructing Baker's evidence trail.,"Ch. 11, note 69: Nicholas D. Kristof, “The Success of the President’s Men,” New York Times, June 13, 1986."
BKR-0518,PART_2,11,11:70,OTHER,C,3,,House staff,,2000,documentary,,,Baker cites this source in chapter 11 in connection with House staff; the OCR text does not preserve a reliable body-note marker for a more precise claim mapping.,,Deep Throat. At; From Break-in; John Dean; Jonathan Curiel; Pulitzer Prize-winning; San Francisco Chronicle; University of Illinois; Watergate; Watergate Plus; White House; William Gaines and,1,1,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,Useful corroborating or contextual source for reconstructing Baker's evidence trail.,"Ch. 11, note 70: From 2000 to 2002, Pulitzer Prize-winning reporter William Gaines and his journalism students at the University of Illinois attempted to uncover the identity of Deep Throat. At some point, according to the students’ Web site, John Dean “learned of the student project and helped with valuable first-person knowledge of the White House staff.” From an article about a Watergate documentary: “Dean says a younger generation has to be reminded of Watergate’s lessons—and that even those who remember the Watergate hearings need reminding exactly what happened. That’s why he was happy, he says, to be interviewed for “Watergate Plus 30.’... In the documentary, Dean says, ‘Unfortunately, I think the lesson of Watergate is “Don’t get caught.” ’” Jonathan Curiel, “From Break-in to Murder: The Watergate Plot Thickens in ‘Plus 30,’” San Francisco Chronicle, July 30, 2003."
BKR-0519,PART_2,11,11:71,PRIMARY_CONTEMPORARY_NEWS,B,3,Anne E. Kornblut,"Mystery Solved: The Sleuths,",New York Times,"June 2, 2005",,,,"Baker cites this source in chapter 11 in connection with Mystery Solved: The Sleuths,; the OCR text does not preserve a reliable body-note marker for a more precise claim mapping.",,Anne E. Kornblut; Mystery Solved,1,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Useful corroborating or contextual source for reconstructing Baker's evidence trail.,"Ch. 11, note 71: Anne E. Kornblut, “Mystery Solved: The Sleuths,” New York Times, June 2, 2005."
BKR-0520,PART_2,11,11:73,PRIMARY_CONTEMPORARY_NEWS,B,3,,ciated Press),Associated Press,"June 17, 1992",,,,Baker cites this source in chapter 11 in connection with ciated Press); the OCR text does not preserve a reliable body-note marker for a more precise claim mapping.,,Associated Press; Daily Oklahoman,1,1,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,Useful corroborating or contextual source for reconstructing Baker's evidence trail.,"Ch. 11, note 73: Daily Oklahoman, June 17, 1992 (also distributed by the Associated Press)."
BKR-0521,PART_2,11,11:84,PRIMARY_CONTEMPORARY_NEWS,B,3,Walter Pincus and Bob Woodward,"Presidential Posts and Dashed Hopes,",Washington Post,"August 9, 1988",,,,"Baker cites this source in chapter 11 in connection with Presidential Posts and Dashed Hopes,; the OCR text does not preserve a reliable body-note marker for a more precise claim mapping.",,Presidential Posts and Dashed Hopes; Walter Pincus and Bob Woodward; Washington Post,1,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Useful corroborating or contextual source for reconstructing Baker's evidence trail.,"Ch. 11, note 84: Walter Pincus and Bob Woodward, “Presidential Posts and Dashed Hopes,” Washington Post, August 9, 1988."
BKR-0522,PART_2,12,12:1,PRIMARY_CONTEMPORARY_NEWS,B,3,Karen DeYoung and Walter Pincus,"CIA to Air Decades of Its Dirty Laundry,",Washington Post,"June 22, 2007",CIA to Air Decades of Its Dirty,CIA,,"Baker cites this source in chapter 12 in connection with CIA to Air Decades of Its Dirty Laundry,; the OCR text does not preserve a reliable body-note marker for a more precise claim mapping.","Original CIA referenced or described by this secondary source, with complete provenance",Air Decades of Its Dirty Laundry; CIA; Karen DeYoung and Walter Pincus; Washington Post,1,1,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,Useful corroborating or contextual source for reconstructing Baker's evidence trail.,"Ch. 12, note 1: Karen DeYoung and Walter Pincus, “CIA to Air Decades of Its Dirty Laundry,” Washington Post, June 22, 2007."
BKR-0523,PART_2,12,12:2,OTHER,C,3,,"Warren Commission, Gerald Ford made numerous handwritten edits to the draft report",,,,,,Baker cites this in support of the surrounding discussion: Ford. He had been a member of the Warren Commission and had slightly altered text in the commission’s report in a manner that supported the “lone gunman” scenario.,,Gerald Ford; Warren Commission,1,1,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,Useful corroborating or contextual source for reconstructing Baker's evidence trail.,"Ch. 12, note 2: As amember of the Warren Commission, Gerald Ford made numerous handwritten edits to the draft report. The original text on page 5 read, “A bullet had entered his back at a point slightly above the shoulder to the right of the spine.” Ford changed that sentence to read, “A bullet had entered the back of his neck at a point slightly to the right of the spine.” That change suggested a different trajectory from the initial description of the bullet wound in Kennedy’s back to an entry point higher up in his body."
BKR-0524,PART_2,12,12:7,OTHER,C,3,,"Senate Intelligence Committee chaired by Senator Frank Church that the Rockefeller Commission had been set up to preempt, if not to convince Congress that its own investigation was not n",,,,,,"Baker cites this source in chapter 12 in connection with Senate Intelligence Committee chaired by Senator Frank Church that the Rockefeller Commission had been set up to preempt, if not to convince Congress that its own investigation was not n; the OCR text does not preserve a reliable body-note marker for a more precise claim mapping.",,Rockefeller Commission; Senate Intelligence Committee; Senator Frank Church,1,1,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,Useful corroborating or contextual source for reconstructing Baker's evidence trail.,"Ch. 12, note 7: It was, in fact, the Senate Intelligence Committee chaired by Senator Frank Church that the Rockefeller Commission had been set up to preempt, if not to convince Congress that its own investigation was not needed."
BKR-0525,PART_2,12,12:9,OTHER,C,3,,"CIA attempts to assassinate foreign leaders in the Congo,the Dominican Republic, Vietnam, and Chile, as well as the agency’s having withheld from the Warren Commission information on",FBI; CIA,,CIA attempts to assassinate foreign leaders in,FBI; CIA,,"Baker cites this source in chapter 12 in connection with CIA attempts to assassinate foreign leaders in the Congo,the Dominican Republic, Vietnam, and Chile, as well as the agency’s having withheld from the Warren Commission information on; the OCR text does not preserve a reliable body-note marker for a more precise claim mapping.",,Among the; CIA; Dominican Republic; Dr. Benjamin Spock; Dr. Martin Luther King Jr; FBI; Fidel Castro. The Church Committee; Joan Baez; Operation Chaos; Project MINARET. Americans; Warren Commission,1,1,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,Useful corroborating or contextual source for reconstructing Baker's evidence trail.,"Ch. 12, note 9: Among the matters investigated were CIA attempts to assassinate foreign leaders in the Congo,the Dominican Republic, Vietnam, and Chile, as well as the agency’s having withheld from the Warren Commission information on the CIA’s efforts to use the Mafia to kill Fidel Castro. The Church Committee also discovered a host of domestic programs aimed at American citizens: COINTELPRO, Operation Chaos, and other related domestic political operations. The committee found that the CIA, in tandem with the FBI, the NSA, and other military intelligence agencies, ran a clandestine and highly illegal surveillance operation called Project MINARET. Americans deemed “subversive” were placed on “watch lists” for electronic surveillance. The watch lists were populated by civil rights and antiwar leaders like Dr. Martin Luther King Jr., Malcolm X, Dr. Benjamin Spock, and Joan Baez."
BKR-0526,PART_2,12,12:13,SECONDARY_BOOK,B,3,Henry Kissinger,Years of Upheaval,"Boston: Little, Brown & Co., 1982",1982,,,153,Baker cites this source in chapter 12 in connection with Years of Upheaval; the OCR text does not preserve a reliable body-note marker for a more precise claim mapping.,,Brown & Co; Henry Kissinger; Years of Upheaval,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Useful corroborating or contextual source for reconstructing Baker's evidence trail.,"Ch. 12, note 13: Henry Kissinger, Years of Upheaval (Boston: Little, Brown & Co., 1982), p. 153."
BKR-0527,PART_2,12,12:14,OTHER,C,3,Thomas Powers,"Inside the Department of Dirty Tricks,",,1979,,,,"Baker cites this source in chapter 12 in connection with Inside the Department of Dirty Tricks,; the OCR text does not preserve a reliable body-note marker for a more precise claim mapping.",,Atlantic Monthly; Inside the Department of Dirty Tricks; Thomas Powers,1,1,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,Useful corroborating or contextual source for reconstructing Baker's evidence trail.,"Ch. 12, note 14: Also see Thomas Powers, “Inside the Department of Dirty Tricks,” Atlantic Monthly, August 1979."
BKR-0528,PART_2,12,12:14,PRIMARY_CONTEMPORARY_NEWS,B,3,,cials had previously been privy to the scope of its illegal activities,Washington Post,2007,CIA to Air De cades of Its,CIA,,Baker cites this source in chapter 12 in connection with cials had previously been privy to the scope of its illegal activities; the OCR text does not preserve a reliable body-note marker for a more precise claim mapping.,"Original CIA/declassified/file referenced or described by this secondary source, with complete provenance",CIA; DeYoung and Pincus; Family Jewels; Its Dirty Laundry; September of; Washington Post; When the; White House,1,1,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,Useful corroborating or contextual source for reconstructing Baker's evidence trail.,"Ch. 12, note 14: When the original text of “Family Jewels” was finally declassified in 2007, the Washington Post reported, “Only a few officials had previously been privy to the scope of its illegal activities. Schlesinger collected the reports, some of which dated to the 1950s, in a folder that was inherited by his successor, Colby, in September of that year. But it was not until Hersh’s article that Colby took the file to the White House.” DeYoung and Pincus, “CIA to Air De cades of Its Dirty Laundry.”"
BKR-0529,PART_2,12,12:16,PRIMARY_CONTEMPORARY_NEWS,B,3,,"“A Breezy Head of the C.I.A.,” New York Times, November 4, 1975.",New York Times,"November 4, 1975",,,,"Baker cites this source in chapter 12 in connection with “A Breezy Head of the C.I.A.,” New York Times, November 4, 1975.; the OCR text does not preserve a reliable body-note marker for a more precise claim mapping.",,Breezy Head of the C.I.A,1,1,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,Useful corroborating or contextual source for reconstructing Baker's evidence trail.,"Ch. 12, note 16: “A Breezy Head of the C.I.A.,” New York Times, November 4, 1975."
BKR-0530,PART_2,12,12:17,PRIMARY_CONTEMPORARY_NEWS,B,3,,"“Bush Explains Decision,” New York Times, November 4, 1975.",New York Times,"November 4, 1975",,,,"Baker cites this source in chapter 12 in connection with “Bush Explains Decision,” New York Times, November 4, 1975.; the OCR text does not preserve a reliable body-note marker for a more precise claim mapping.",,Bush Explains Decision,1,1,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,Useful corroborating or contextual source for reconstructing Baker's evidence trail.,"Ch. 12, note 17: “Bush Explains Decision,” New York Times, November 4, 1975."
